rmse,mae,mbe,r2,slope,intercept,resid_std,rmse_raw,mae_raw,mbe_raw,slope_raw,intercept_raw,mae_bin0,mbe_bin0,mae_bin1,mbe_bin1,mae_bin2,mbe_bin2,mae_bin3,mbe_bin3,mae_bin4,mbe_bin4,repeat_id,n_splits_requested,n_splits_used,n_bins_raw,n_bins_merged,bins_merged
3.6883510845976457,2.3865262362119237,1.2394435331128952,0.8199996040196164,1.0523373078685818,0.6757359047714324,3.473861461180807,3.6883510845976457,2.3865262362119237,1.2394435331128952,1.0523373078685818,0.6757359047714324,1.4555316975748485,-1.3921385208253751,1.7984017135613184,0.4480029072400148,1.7280470852617815,1.214848490383314,2.2220633884972965,1.4078449106867374,4.316484176944923,3.925150582726492,0,10,10,204,24,1
3.458056897490123,2.279415728282554,1.1473173030297543,0.8417756856131334,1.0759234641557012,0.3225765359133614,3.2621803310742257,3.458056897490123,2.279415728282554,1.1473173030297543,1.0759234641557012,0.3225765359133614,1.4380091808489837,-1.3875904187845407,1.7353398138454492,0.3713344110362195,1.6627945792133143,1.1007540902203066,2.0242050303496777,1.1279191175603374,4.131940826425291,3.900553166665535,1,10,10,208,24,1
3.603244249958738,2.357052283017368,1.1766874953327702,0.8282106020819655,1.0554743690151365,0.5757102796033919,3.4056975296094927,3.603244249958738,2.357052283017368,1.1766874953327702,1.0554743690151365,0.5757102796033919,1.4955530667032175,-1.4182629737989814,1.7377103897729842,0.4650762724897253,1.654880478475825,1.039209837441324,2.3670891011687822,1.4292572920146018,4.166135747271617,3.793286555090487,2,10,10,205,24,1
3.6352643106450335,2.402359564042934,1.1999964666761944,0.8251438392148389,1.0785861499876712,0.3504713509809924,3.4314945851937706,3.6352643106450335,2.402359564042934,1.1999964666761944,1.0785861499876712,0.3504713509809924,1.5347209476194266,-1.4752851978326178,1.752325460825503,0.2795326805747663,1.7123084657890724,1.069591426385012,2.221653722311532,1.4028689045736755,4.375475791229255,4.097307303341207,3,10,10,208,24,1
3.4573525947399784,2.329069519268885,0.9788176718532184,0.8418401301695941,1.05312429130863,0.3927881440673477,3.3159015259236977,3.4573525947399784,2.329069519268885,0.9788176718532184,1.05312429130863,0.3927881440673477,1.8205124402668784,-1.733485526368042,1.751941522723921,0.3526505620258768,1.8273921850973007,1.2564996309210306,1.980962882365669,1.0519112089479212,3.920961195582016,3.4016082562726058,4,10,10,206,24,1
3.484677113438516,2.286394690283384,1.1217668848833149,0.839330279158172,1.0559309731774345,0.5127713206666815,3.2991837840443763,3.484677113438516,2.286394690283384,1.1217668848833149,1.0559309731774345,0.5127713206666815,1.429656854902229,-1.3908753985558004,1.8644692297962508,0.4209681396531018,1.7884241868254562,1.261325816000994,1.9182745727216308,1.0234486227661852,4.027929316158285,3.694784732425886,5,10,10,208,24,1
3.5588703926415506,2.3522802861263505,1.0811789153262137,0.8324157125003013,1.0640342646935197,0.381352920989892,3.3906652186075017,3.5588703926415506,2.3522802861263505,1.0811789153262137,1.0640342646935197,0.381352920989892,1.5987563937530629,-1.5348152203667464,1.8375280215606864,0.2245256167128906,1.7342968058649382,1.171861933221227,2.1210861445529026,1.2121971947107455,4.092300866752124,3.7447978099542327,6,10,10,209,24,1
3.655469777342134,2.366651791526853,1.21221900237801,0.8231946720005197,1.0446990010729926,0.7295641110394211,3.4486206493807656,3.655469777342134,2.366651791526853,1.21221900237801,1.0446990010729926,0.7295641110394211,1.3993549875247926,-1.290806672173432,1.936104158860007,0.44301764035282,1.7025270252343834,1.1289417910784971,2.1517150532038456,1.313900947339569,4.227333432873259,3.874519246273064,7,10,10,208,24,1
3.569527953809481,2.349481261328801,1.1328916141898535,0.8314104979928982,1.0686515597864237,0.3861536825830658,3.3849795277853025,3.569527953809481,2.349481261328801,1.1328916141898535,1.0686515597864237,0.3861536825830658,1.4689217259156198,-1.3981899424311148,1.8556863738492544,0.3113092892412989,1.745188838115371,1.075812206032464,1.9587680893737576,1.1614839607981748,4.278856686397516,3.8967096326435415,8,10,10,210,24,1
3.51389084342604,2.330450444149259,1.021402923525268,0.8366250432216437,1.0618315984616808,0.341953669055135,3.3621667012995355,3.51389084342604,2.330450444149259,1.021402923525268,1.0618315984616808,0.341953669055135,1.678152863440636,-1.623868174177597,1.7628754794952628,0.3902893116225118,1.585467500113843,1.0047364299620205,2.0898781127406343,1.0384375663333558,4.149548829224098,3.681258086581303,9,10,10,205,24,1
3.320532969663841,2.2467507142346888,1.0874316433266729,0.8541103284606761,1.0719742471165143,0.3012801725389398,3.137424361433502,3.320532969663841,2.2467507142346888,1.0874316433266729,1.0719742471165143,0.3012801725389398,1.447260834603089,-1.3554161374892313,1.8277838961668944,0.3274312484662,1.7446953213047682,1.1450456855509912,2.0223009486180943,1.2191456484361929,3.836782693708465,3.554661221313428,10,10,10,207,24,1
3.3433165764671284,2.219068243941846,1.0830592416183216,0.8521014363497441,1.0551709433206795,0.4802036052178025,3.1630283605470604,3.3433165764671284,2.219068243941846,1.0830592416183216,1.0551709433206795,0.4802036052178025,1.4829058109014055,-1.3774513080914217,1.7369014699800247,0.4982234446661013,1.821854312945497,1.2679817617729885,1.922269939124794,1.0289305992931517,3.782043567703228,3.441026494300801,11,10,10,209,24,1
3.49530487282661,2.302720985427782,1.049408271988409,0.8383487460162832,1.065694454207407,0.3293510276486469,3.3340513542367263,3.49530487282661,2.302720985427782,1.049408271988409,1.065694454207407,0.3293510276486469,1.703304033030631,-1.6342903811054732,1.6966599852012991,0.2527949084285311,1.693279474667861,1.126204552552618,2.128960579285004,1.2681939006623622,3.952061990656221,3.659470681299337,12,10,10,205,24,1
3.433576875787529,2.2864464022318605,1.0467259233812671,0.8440079361814674,1.0545764694887834,0.448383187817905,3.2701399057631284,3.433576875787529,2.2864464022318605,1.0467259233812671,1.0545764694887834,0.448383187817905,1.5985484008901962,-1.5377708895421704,1.7060898170085932,0.5060582070541416,1.812407859801385,1.2379683881642891,1.946621166040842,0.9016776580867846,3.994292269322485,3.526049005205921,13,10,10,205,24,1
3.3776647584676085,2.266884017112502,1.0432917611286985,0.8490468992960258,1.071188431153286,0.2625812555117512,3.212500820506514,3.3776647584676085,2.266884017112502,1.0432917611286985,1.071188431153286,0.2625812555117512,1.4846500009552035,-1.418995785253401,1.7734067790867212,0.1819490879767214,1.701437488559813,1.1545832827377387,2.0932743555186826,1.148831655492317,3.9243181966846055,3.5911082078279097,14,10,10,207,24,1
